Domain,Pairs,pairwise.r
faces,UR,0.561
faces,UR,0.469
faces,UR,0.669
faces,UR,0.542
faces,UR,0.666
faces,UR,0.565
faces,UR,0.647
faces,UR,0.616
faces,UR,0.602
faces,UR,0.494
faces,UR,0.588
faces,UR,0.677
faces,UR,0.675
faces,UR,0.623
faces,UR,0.465
faces,UR,0.566
faces,UR,0.65
faces,UR,0.687
faces,UR,0.648
faces,UR,0.693
faces,UR,0.584
faces,UR,0.57
faces,UR,0.596
faces,UR,0.605
faces,UR,0.589
faces,UR,0.544
faces,UR,0.419
faces,UR,0.567
faces,UR,0.62
faces,UR,0.448
faces,UR,0.508
faces,UR,0.532
faces,UR,0.634
faces,UR,0.635
faces,UR,0.588
faces,UR,0.531
faces,UR,0.608
faces,UR,0.664
faces,UR,0.294
faces,UR,0.528
faces,UR,0.592
faces,UR,0.653
faces,UR,0.582
faces,UR,0.414
faces,UR,0.442
faces,UR,0.411
faces,UR,0.501
faces,UR,0.717
faces,UR,0.477
faces,UR,0.53
faces,UR,0.668
faces,UR,0.391
faces,UR,0.596
faces,UR,0.547
faces,UR,0.54
faces,UR,0.455
faces,UR,0.614
faces,UR,0.618
faces,UR,0.634
faces,UR,0.565
faces,UR,0.284
faces,UR,0.468
faces,UR,0.683
faces,UR,0.549
faces,UR,0.563
faces,UR,0.551
faces,UR,0.518
faces,UR,0.424
faces,UR,0.627
faces,UR,0.561
faces,UR,0.654
faces,UR,0.482
faces,UR,0.65
faces,UR,0.413
faces,UR,0.516
faces,UR,0.631
faces,UR,0.604
faces,UR,0.604
faces,UR,0.623
faces,UR,0.481
faces,UR,0.332
faces,UR,0.58
faces,UR,0.494
faces,UR,0.552
faces,UR,0.527
faces,UR,0.625
faces,UR,0.529
faces,UR,0.676
faces,UR,0.602
faces,UR,0.635
faces,UR,0.72
faces,UR,0.533
faces,UR,0.623
faces,UR,0.606
faces,UR,0.509
faces,UR,0.779
faces,UR,0.588
faces,UR,0.505
faces,UR,0.442
faces,UR,0.565
faces,UR,0.659
faces,UR,0.414
faces,UR,0.623
faces,UR,0.551
faces,UR,0.456
faces,UR,0.589
faces,UR,0.674
faces,UR,0.453
faces,UR,0.634
faces,UR,0.506
faces,UR,0.636
faces,UR,0.646
faces,UR,0.558
faces,UR,0.663
faces,UR,0.642
faces,UR,0.701
faces,UR,0.569
faces,UR,0.664
faces,UR,0.613
faces,UR,0.431
faces,UR,0.619
faces,UR,0.486
faces,UR,0.708
faces,UR,0.403
faces,UR,0.514
faces,UR,0.267
faces,UR,0.598
faces,UR,0.405
faces,UR,0.51
faces,UR,0.614
faces,UR,0.508
faces,UR,0.58
faces,UR,0.614
faces,UR,0.592
faces,UR,0.581
faces,UR,0.594
faces,UR,0.611
faces,UR,0.66
faces,UR,0.524
faces,UR,0.183
faces,UR,0.649
faces,UR,0.542
faces,UR,0.399
faces,UR,0.601
faces,UR,0.719
faces,UR,0.47
faces,UR,0.455
faces,UR,0.42
faces,UR,0.394
faces,UR,0.432
faces,UR,0.509
faces,UR,0.535
faces,UR,0.495
faces,UR,0.588
faces,UR,0.493
faces,UR,0.652
faces,UR,0.625
faces,UR,0.528
faces,UR,0.712
faces,UR,0.534
faces,UR,0.487
faces,UR,0.583
faces,UR,0.588
faces,UR,0.522
faces,UR,0.195
faces,UR,0.576
faces,UR,0.648
faces,UR,0.644
faces,UR,0.52
faces,UR,0.642
faces,UR,0.607
faces,UR,0.509
faces,UR,0.396
faces,UR,0.699
faces,UR,0.383
faces,UR,0.645
faces,UR,0.53
faces,UR,0.526
faces,UR,0.462
faces,UR,0.581
faces,UR,0.686
faces,UR,0.732
faces,UR,0.567
faces,UR,0.655
faces,UR,0.676
faces,UR,0.695
faces,UR,0.669
faces,UR,0.514
faces,UR,0.669
faces,UR,0.575
faces,UR,0.59
faces,UR,0.438
faces,UR,0.546
faces,UR,0.487
faces,UR,0.525
faces,UR,0.519
faces,UR,0.719
faces,UR,0.548
faces,UR,0.517
faces,UR,0.637
faces,UR,0.372
faces,UR,0.659
faces,UR,0.538
faces,UR,0.687
faces,UR,0.474
faces,UR,0.358
faces,UR,0.604
faces,UR,0.545
faces,UR,0.258
faces,UR,0.609
faces,UR,0.598
faces,UR,0.592
faces,UR,0.526
faces,UR,0.616
faces,UR,0.334
faces,UR,0.548
faces,UR,0.565
faces,UR,0.661
faces,UR,0.52
faces,UR,0.576
faces,UR,0.653
faces,UR,0.538
faces,UR,0.458
faces,UR,0.317
faces,UR,0.536
faces,UR,0.612
faces,UR,0.445
faces,UR,0.673
faces,UR,0.633
faces,UR,0.709
faces,UR,0.631
faces,UR,0.725
faces,UR,0.527
faces,UR,0.522
faces,UR,0.63
faces,UR,0.707
faces,UR,0.769
faces,UR,0.776
faces,UR,0.602
faces,UR,0.485
faces,UR,0.555
faces,UR,0.617
faces,UR,0.582
faces,UR,0.578
faces,UR,0.647
faces,UR,0.444
faces,UR,0.722
faces,UR,0.697
faces,UR,0.487
faces,UR,0.547
faces,UR,0.64
faces,UR,0.519
faces,UR,0.505
faces,UR,0.729
faces,UR,0.491
faces,UR,0.745
faces,UR,0.469
faces,UR,0.505
faces,UR,0.561
faces,UR,0.406
faces,UR,0.613
faces,UR,0.578
faces,UR,0.603
faces,UR,0.558
faces,UR,0.314
faces,UR,0.483
faces,UR,0.699
faces,UR,0.615
faces,UR,0.359
faces,UR,0.562
faces,UR,0.561
faces,UR,0.444
faces,UR,0.588
faces,UR,0.527
faces,UR,0.516
faces,UR,0.596
faces,UR,0.635
faces,UR,0.533
faces,UR,0.472
faces,UR,0.588
faces,UR,0.2
faces,UR,0.511
faces,UR,0.454
faces,UR,0.464
faces,UR,0.711
faces,UR,0.586
faces,UR,0.578
faces,UR,0.499
faces,UR,0.676
faces,UR,0.662
faces,UR,0.529
faces,UR,0.539
faces,UR,0.413
faces,UR,0.608
faces,UR,0.614
faces,UR,0.507
faces,UR,0.623
faces,UR,0.647
faces,UR,0.52
faces,UR,0.485
faces,UR,0.586
faces,UR,0.411
faces,UR,0.672
faces,UR,0.633
faces,UR,0.363
faces,UR,0.454
faces,UR,0.373
faces,UR,0.542
faces,UR,0.493
faces,UR,0.659
faces,UR,0.501
faces,UR,0.505
faces,UR,0.583
scenes,MZ,0.679
scenes,DZ,0.793
scenes,MZ,0.853
scenes,DZ,0.826
scenes,MZ,0.741
scenes,DZ,0.712
scenes,MZ,0.807
scenes,MZ,0.669
scenes,MZ,0.767
scenes,MZ,0.925
scenes,MZ,0.528
scenes,MZ,0.812
scenes,MZ,0.604
scenes,MZ,0.479
scenes,MZ,0.692
scenes,DZ,0.88
scenes,MZ,0.83
scenes,MZ,0.902
scenes,DZ,0.8
scenes,DZ,0.759
scenes,MZ,0.268
scenes,MZ,0.754
scenes,MZ,0.852
scenes,DZ,0.784
scenes,DZ,0.864
scenes,MZ,0.768
scenes,MZ,0.913
scenes,MZ,0.749
scenes,MZ,0.827
scenes,DZ,0.357
scenes,MZ,0.71
scenes,MZ,0.797
scenes,MZ,0.751
scenes,MZ,0.838
scenes,MZ,0.685
scenes,DZ,0.588
scenes,MZ,0.67
scenes,MZ,0.801
scenes,MZ,0.667
scenes,DZ,0.592
scenes,MZ,0.793
scenes,MZ,0.651
scenes,DZ,0.486
scenes,DZ,0.719
scenes,MZ,0.672
scenes,MZ,0.698
scenes,MZ,0.64
scenes,MZ,0.736
scenes,MZ,0.799
scenes,DZ,0.655
scenes,DZ,0.799
scenes,MZ,0.903
scenes,DZ,0.669
scenes,DZ,0.664
scenes,DZ,0.584
scenes,MZ,0.796
scenes,DZ,0.888
scenes,DZ,0.83
scenes,MZ,0.54
scenes,MZ,0.634
scenes,MZ,0.693
scenes,DZ,0.787
scenes,DZ,0.767
scenes,DZ,0.782
scenes,MZ,0.744
scenes,DZ,0.688
scenes,MZ,0.827
scenes,DZ,0.897
scenes,MZ,0.53
scenes,MZ,0.924
scenes,DZ,0.843
scenes,MZ,0.671
scenes,MZ,0.8
scenes,MZ,0.849
scenes,MZ,0.819
scenes,DZ,0.802
scenes,MZ,0.893
scenes,MZ,0.861
scenes,MZ,0.876
scenes,DZ,0.807
scenes,MZ,0.561
scenes,MZ,0.645
scenes,MZ,0.85
scenes,DZ,0.811
scenes,MZ,0.769
scenes,MZ,0.877
scenes,MZ,0.881
scenes,MZ,0.843
scenes,DZ,0.837
scenes,DZ,0.724
scenes,MZ,0.625
scenes,MZ,0.79
scenes,MZ,0.784
scenes,MZ,0.855
scenes,MZ,0.862
scenes,DZ,0.53
scenes,MZ,0.771
scenes,MZ,0.685
scenes,DZ,0.871
scenes,MZ,0.879
scenes,DZ,0.805
scenes,MZ,0.813
scenes,DZ,0.796
scenes,MZ,0.868
scenes,MZ,0.847
scenes,MZ,0.846
scenes,MZ,0.833
scenes,MZ,0.822
scenes,MZ,0.627
scenes,MZ,0.867
scenes,MZ,0.644
scenes,MZ,0.634
scenes,DZ,0.809
scenes,MZ,0.822
scenes,MZ,0.805
scenes,MZ,0.86
scenes,DZ,0.66
scenes,MZ,0.788
scenes,MZ,0.692
scenes,DZ,0.672
scenes,MZ,0.509
scenes,DZ,0.768
scenes,DZ,0.734
scenes,DZ,0.456
scenes,MZ,0.774
scenes,MZ,0.73
scenes,MZ,0.792
scenes,MZ,0.739
scenes,MZ,0.903
scenes,DZ,0.658
scenes,MZ,0.917
scenes,MZ,0.86
scenes,MZ,0.863
scenes,DZ,0.648
scenes,MZ,0.673
scenes,MZ,0.827
scenes,DZ,0.646
scenes,MZ,0.809
scenes,MZ,0.801
scenes,DZ,0.647
scenes,MZ,0.799
scenes,DZ,0.788
scenes,MZ,0.595
scenes,DZ,0.757
scenes,MZ,0.773
scenes,MZ,0.744
scenes,MZ,0.787
scenes,MZ,0.858
scenes,MZ,0.853
scenes,MZ,0.851
scenes,MZ,0.868
scenes,MZ,0.698
scenes,MZ,0.926
scenes,DZ,0.77
scenes,DZ,0.732
scenes,DZ,0.785
scenes,MZ,0.806
scenes,MZ,0.828
scenes,MZ,0.852
scenes,MZ,0.902
scenes,DZ,0.62
scenes,MZ,0.855
scenes,MZ,0.597
scenes,MZ,0.877
scenes,MZ,0.839
scenes,MZ,0.728
scenes,MZ,0.87
scenes,DZ,0.891
scenes,DZ,0.824
scenes,MZ,0.776
scenes,MZ,0.826
scenes,MZ,0.527
scenes,MZ,0.556
scenes,MZ,0.836
scenes,DZ,0.817
scenes,DZ,0.787
scenes,MZ,0.9
scenes,MZ,0.711
scenes,MZ,0.854
scenes,DZ,0.649
scenes,DZ,0.672
scenes,DZ,0.798
scenes,MZ,0.792
scenes,MZ,0.851
scenes,MZ,0.783
scenes,DZ,0.797
scenes,DZ,0.751
scenes,MZ,0.666
scenes,MZ,0.698
scenes,MZ,0.808
scenes,DZ,0.85
scenes,MZ,0.835
scenes,DZ,0.648
scenes,MZ,0.813
scenes,MZ,0.785
scenes,MZ,0.796
scenes,DZ,0.837
scenes,MZ,0.759
scenes,MZ,0.819
scenes,MZ,0.672
scenes,MZ,0.809
scenes,DZ,0.757
scenes,MZ,0.756
scenes,MZ,0.733
scenes,DZ,0.523
scenes,MZ,0.781
scenes,DZ,0.9
scenes,DZ,0.666
scenes,MZ,0.745
scenes,MZ,0.873
scenes,DZ,0.88
scenes,MZ,0.704
scenes,MZ,0.707
scenes,MZ,0.612
scenes,MZ,0.815
scenes,MZ,0.611
scenes,MZ,0.627
scenes,DZ,0.733
scenes,MZ,0.838
scenes,DZ,0.718
scenes,MZ,0.865
scenes,MZ,0.78
scenes,MZ,0.757
scenes,MZ,0.848
scenes,MZ,0.793
scenes,MZ,0.87
scenes,MZ,0.816
scenes,DZ,0.797
scenes,DZ,0.686
scenes,MZ,0.627
scenes,DZ,0.911
scenes,MZ,0.934
scenes,MZ,0.48
scenes,MZ,0.724
scenes,MZ,0.906
scenes,MZ,0.757
scenes,MZ,0.767
scenes,MZ,0.874
scenes,DZ,0.692
scenes,MZ,0.551
scenes,MZ,0.686
scenes,MZ,0.81
scenes,MZ,0.712
scenes,DZ,0.71
scenes,DZ,0.583
scenes,MZ,0.686
scenes,MZ,0.706
scenes,MZ,0.762
scenes,DZ,0.743
scenes,MZ,0.79
scenes,MZ,0.972
scenes,MZ,0.821
scenes,MZ,0.622
scenes,MZ,0.83
scenes,DZ,0.763
scenes,MZ,0.655
scenes,DZ,-0.129
scenes,DZ,0.505
scenes,MZ,0.69
scenes,MZ,0.462
scenes,DZ,0.413
scenes,MZ,0.628
scenes,MZ,0.79
scenes,MZ,0.518
scenes,MZ,0.776
scenes,MZ,0.868
scenes,MZ,0.766
scenes,MZ,0.856
scenes,DZ,0.686
scenes,DZ,0.788
scenes,MZ,0.623
scenes,MZ,0.714
scenes,MZ,0.84
scenes,MZ,0.861
scenes,MZ,0.79
scenes,MZ,0.798
scenes,DZ,0.779
scenes,MZ,0.462
scenes,DZ,0.767
scenes,DZ,0.663
scenes,DZ,0.656
scenes,DZ,0.661
scenes,DZ,0.362
scenes,MZ,0.709
scenes,DZ,0.864
scenes,MZ,0.618
scenes,DZ,0.585
scenes,MZ,0.732
scenes,MZ,0.564
scenes,MZ,0.796
scenes,MZ,0.854
scenes,MZ,0.927
scenes,MZ,0.859
scenes,MZ,0.903
scenes,MZ,0.854
scenes,MZ,0.61
scenes,MZ,0.521
scenes,MZ,0.669
scenes,MZ,0.743
scenes,MZ,0.607
scenes,MZ,0.322
scenes,MZ,0.9
scenes,DZ,0.823
scenes,MZ,0.838
scenes,MZ,0.733
scenes,MZ,0.616
scenes,DZ,0.759
scenes,MZ,0.783
scenes,DZ,0.789
scenes,MZ,0.777
scenes,MZ,0.654
scenes,DZ,0.756
scenes,MZ,0.782
scenes,DZ,0.655
scenes,MZ,0.818
scenes,DZ,0.771
scenes,MZ,0.845
scenes,DZ,0.754
scenes,DZ,0.749
scenes,MZ,0.756
scenes,MZ,0.768
scenes,DZ,0.62
scenes,MZ,0.84
scenes,MZ,0.608
scenes,MZ,0.849
scenes,MZ,0.798
scenes,MZ,0.641
scenes,MZ,0.845
scenes,MZ,0.436
scenes,MZ,0.192
scenes,DZ,0.818
scenes,MZ,0.745
scenes,MZ,0.632
scenes,MZ,0.817
scenes,DZ,0.682
scenes,MZ,0.745
scenes,MZ,0.844
scenes,MZ,0.688
scenes,MZ,0.86
scenes,DZ,0.712
scenes,MZ,0.771
scenes,DZ,0.58
scenes,MZ,0.763
scenes,MZ,0.842
scenes,MZ,0.78
scenes,MZ,0.875
scenes,MZ,0.866
scenes,MZ,0.823
scenes,DZ,0.651
scenes,MZ,0.82
scenes,DZ,0.696
scenes,MZ,0.543
scenes,MZ,0.846
scenes,MZ,0.729
scenes,DZ,0.725
scenes,MZ,0.848
scenes,MZ,0.655
scenes,DZ,0.64
scenes,MZ,0.877
scenes,DZ,0.751
scenes,MZ,0.8
scenes,DZ,0.884
scenes,MZ,0.629
scenes,DZ,0.8
scenes,MZ,0.62
scenes,MZ,0.822
scenes,DZ,0.727
scenes,MZ,0.847
scenes,MZ,0.849
scenes,DZ,0.71
scenes,DZ,0.804
scenes,MZ,0.749
scenes,DZ,0.695
scenes,MZ,0.782
scenes,MZ,0.8
scenes,DZ,0.847
scenes,MZ,0.784
scenes,DZ,0.786
scenes,MZ,0.865
scenes,DZ,0.388
scenes,MZ,0.911
scenes,MZ,0.91
scenes,MZ,0.731
scenes,MZ,0.716
scenes,DZ,0.781
scenes,DZ,0.823
scenes,MZ,0.514
scenes,MZ,0.858
scenes,MZ,0.693
scenes,DZ,0.744
scenes,DZ,0.737
scenes,MZ,0.857
scenes,MZ,0.851
scenes,MZ,0.846
scenes,MZ,0.854
scenes,DZ,0.642
scenes,MZ,0.609
scenes,DZ,0.782
scenes,MZ,0.648
scenes,DZ,0.783
scenes,DZ,0.844
scenes,DZ,0.537
scenes,MZ,0.538
scenes,MZ,0.829
scenes,MZ,0.804
scenes,MZ,0.856
scenes,MZ,0.495
scenes,MZ,0.703
scenes,MZ,0.758
scenes,MZ,0.887
scenes,MZ,0.755
scenes,MZ,0.797
scenes,DZ,0.748
scenes,DZ,0.618
scenes,MZ,0.863
scenes,MZ,0.611
scenes,MZ,0.448
scenes,DZ,0.868
scenes,MZ,0.839
scenes,MZ,0.579
scenes,MZ,0.782
scenes,MZ,0.843
scenes,MZ,0.877
scenes,DZ,0.732
scenes,DZ,0.786
scenes,DZ,0.753
scenes,MZ,0.797
scenes,MZ,0.844
scenes,DZ,0.64
scenes,MZ,0.623
scenes,MZ,0.822
scenes,MZ,0.858
scenes,MZ,0.819
scenes,MZ,0.641
scenes,MZ,0.844
scenes,MZ,0.778
scenes,MZ,0.785
scenes,DZ,0.602
scenes,MZ,0.712
scenes,DZ,0.802
scenes,MZ,0.776
scenes,DZ,0.822
scenes,MZ,0.671
scenes,MZ,0.565
scenes,MZ,0.783
scenes,MZ,0.756
scenes,MZ,0.779
scenes,MZ,0.725
scenes,MZ,0.673
scenes,MZ,0.758
scenes,MZ,0.753
scenes,MZ,0.891
scenes,MZ,0.595
scenes,DZ,0.644
scenes,MZ,0.587
scenes,MZ,0.633
scenes,DZ,0.482
scenes,MZ,0.66
scenes,MZ,0.855
scenes,MZ,0.649
scenes,MZ,0.846
scenes,MZ,0.796
scenes,MZ,0.441
scenes,MZ,0.879
scenes,MZ,0.82
scenes,MZ,0.641
scenes,MZ,0.677
scenes,MZ,0.798
scenes,DZ,0.754
scenes,DZ,0.643
scenes,MZ,0.732
scenes,MZ,0.807
scenes,MZ,0.774
scenes,MZ,0.858
scenes,DZ,0.667
scenes,DZ,0.712
scenes,MZ,0.769
scenes,MZ,0.636
scenes,MZ,0.738
scenes,MZ,0.759
scenes,MZ,0.783
scenes,MZ,0.767
scenes,DZ,0.599
scenes,DZ,0.847
scenes,MZ,0.907
scenes,MZ,0.659
scenes,MZ,0.904
scenes,MZ,0.538
scenes,MZ,0.8
scenes,DZ,0.621
scenes,DZ,0.837
scenes,MZ,0.788
scenes,MZ,0.547
scenes,MZ,0.818
scenes,MZ,0.466
scenes,MZ,0.756
scenes,MZ,0.662
scenes,MZ,0.794
scenes,MZ,0.743
scenes,MZ,0.889
scenes,MZ,0.562
scenes,MZ,0.754
scenes,DZ,0.89
scenes,MZ,0.859
scenes,MZ,0.739
scenes,MZ,0.654
scenes,MZ,0.809
scenes,MZ,0.53
scenes,MZ,0.697
scenes,MZ,0.828
scenes,DZ,0.713
scenes,MZ,0.775
scenes,DZ,0.789
scenes,DZ,0.751
scenes,MZ,0.802
scenes,MZ,0.816
scenes,MZ,0.844
scenes,MZ,0.694
scenes,DZ,0.672
scenes,MZ,0.846
scenes,MZ,0.59
scenes,MZ,0.869
scenes,MZ,0.799
scenes,DZ,0.815
scenes,MZ,0.83
scenes,MZ,0.849
scenes,MZ,0.834
scenes,MZ,0.797
scenes,MZ,0.631
scenes,MZ,0.724
scenes,MZ,0.854
scenes,DZ,0.828
scenes,MZ,0.697
scenes,MZ,0.846
scenes,MZ,0.865
scenes,MZ,0.839
scenes,MZ,0.579
scenes,DZ,0.759
scenes,MZ,0.743
scenes,MZ,0.449
scenes,DZ,0.755
scenes,DZ,0.704
scenes,MZ,0.794
scenes,MZ,0.851
scenes,MZ,0.803
scenes,DZ,0.866
scenes,MZ,0.916
scenes,MZ,0.73
scenes,DZ,0.513
scenes,MZ,0.842
scenes,MZ,0.747
scenes,MZ,0.791
scenes,MZ,0.626
scenes,MZ,0.768
scenes,DZ,0.827
scenes,DZ,0.88
scenes,MZ,0.89
scenes,MZ,0.597
scenes,MZ,0.811
scenes,MZ,0.832
scenes,MZ,0.746
scenes,MZ,0.895
scenes,MZ,0.845
scenes,DZ,0.83
scenes,MZ,0.862
scenes,MZ,0.741
scenes,MZ,0.865
scenes,DZ,0.819
scenes,MZ,0.714
scenes,MZ,0.509
scenes,MZ,0.833
scenes,MZ,0.75
scenes,DZ,0.87
scenes,MZ,0.684
scenes,DZ,0.505
scenes,MZ,0.52
scenes,DZ,0.66
scenes,MZ,0.802
scenes,MZ,0.545
scenes,MZ,0.363
scenes,MZ,0.717
scenes,DZ,0.463
scenes,DZ,0.863
scenes,MZ,0.771
scenes,MZ,0.694
scenes,DZ,0.617
scenes,MZ,0.759
scenes,DZ,0.809
scenes,MZ,0.851
scenes,MZ,0.732
scenes,MZ,0.864
scenes,DZ,0.87
scenes,MZ,0.705
scenes,DZ,0.848
scenes,DZ,0.624
scenes,MZ,0.716
scenes,DZ,0.735
scenes,MZ,0.226
scenes,DZ,0.67
scenes,DZ,0.794
scenes,DZ,0.741
scenes,MZ,0.761
scenes,DZ,0.829
scenes,MZ,0.758
scenes,MZ,0.88
scenes,MZ,0.791
scenes,MZ,0.834
scenes,DZ,0.788
scenes,MZ,0.681
scenes,MZ,0.865
scenes,DZ,0.802
scenes,MZ,0.822
scenes,MZ,0.507
scenes,DZ,0.842
scenes,MZ,0.513
scenes,MZ,0.731
scenes,MZ,0.809
scenes,MZ,0.754
scenes,MZ,0.858
scenes,MZ,0.736
scenes,MZ,0.589
scenes,MZ,0.748
scenes,MZ,0.684
scenes,MZ,0.761
scenes,MZ,0.548
scenes,MZ,0.818
scenes,MZ,0.677
scenes,DZ,0.717
scenes,MZ,0.811
scenes,MZ,0.742
scenes,DZ,0.747
scenes,MZ,0.914
scenes,MZ,0.739
scenes,MZ,0.694
scenes,MZ,0.853
scenes,DZ,0.652
scenes,MZ,0.867
scenes,DZ,0.743
scenes,MZ,0.695
scenes,MZ,0.819
scenes,MZ,0.866
scenes,DZ,0.699
scenes,MZ,0.572
scenes,DZ,0.657
scenes,MZ,0.715
scenes,DZ,0.768
scenes,DZ,0.676
scenes,MZ,0.795
scenes,MZ,0.777
scenes,DZ,0.767
scenes,MZ,0.593
scenes,DZ,0.85
scenes,DZ,0.64
scenes,MZ,0.81
scenes,DZ,0.528
scenes,MZ,0.854
scenes,MZ,0.812
scenes,MZ,0.726
scenes,MZ,0.69
scenes,MZ,0.583
scenes,MZ,0.808
scenes,MZ,0.659
scenes,MZ,0.681
scenes,MZ,0.747
scenes,DZ,0.66
scenes,MZ,0.793
scenes,DZ,0.781
scenes,MZ,0.83
scenes,MZ,0.781
scenes,MZ,0.819
scenes,MZ,0.752
scenes,MZ,0.695
scenes,MZ,0.758
scenes,MZ,0.668
scenes,MZ,0.62
scenes,MZ,0.797
scenes,MZ,0.727
scenes,MZ,0.825
scenes,MZ,0.619
scenes,MZ,0.276
scenes,DZ,0.856
scenes,DZ,0.732
scenes,MZ,0.877
scenes,DZ,0.702
scenes,DZ,0.61
scenes,MZ,0.756
scenes,DZ,0.819
scenes,MZ,0.821
scenes,MZ,0.726
scenes,MZ,0.661
scenes,MZ,0.776
scenes,MZ,0.827
scenes,DZ,0.646
scenes,MZ,0.781
scenes,MZ,0.716
scenes,MZ,0.606
scenes,MZ,0.667
scenes,MZ,0.317
scenes,MZ,0.918
scenes,MZ,0.834
scenes,MZ,0.766
scenes,MZ,0.677
scenes,MZ,0.768
scenes,MZ,0.848
scenes,MZ,0.786
scenes,MZ,0.764
scenes,MZ,0.694
scenes,DZ,0.68
scenes,MZ,0.833
scenes,MZ,0.858
scenes,MZ,0.756
scenes,MZ,0.869
scenes,DZ,0.807
scenes,DZ,0.748
scenes,DZ,0.693
scenes,DZ,0.526
scenes,MZ,0.862
scenes,MZ,0.891
scenes,MZ,0.859
scenes,MZ,0.828
scenes,MZ,0.918
scenes,MZ,0.809
scenes,DZ,0.472
scenes,MZ,0.716
scenes,MZ,0.832
scenes,DZ,0.597
scenes,MZ,0.898
scenes,MZ,0.761
scenes,MZ,0.694
scenes,DZ,0.738
scenes,MZ,0.834
scenes,MZ,0.737
scenes,MZ,0.793
scenes,MZ,0.505
scenes,MZ,0.695
scenes,MZ,0.572
scenes,MZ,0.754
scenes,MZ,0.577
scenes,MZ,0.886
scenes,MZ,0.685
scenes,MZ,0.759
scenes,MZ,0.337
scenes,MZ,0.761
scenes,DZ,0.691
scenes,MZ,0.827
scenes,MZ,0.879
scenes,MZ,0.746
scenes,MZ,0.591
scenes,UR,0.552
scenes,UR,0.594
scenes,UR,0.85
scenes,UR,0.566
scenes,UR,0.844
scenes,UR,0.639
scenes,UR,0.709
scenes,UR,0.721
scenes,UR,0.687
scenes,UR,0.659
scenes,UR,0.75
scenes,UR,0.717
scenes,UR,0.552
scenes,UR,0.607
scenes,UR,0.722
scenes,UR,0.646
scenes,UR,0.744
scenes,UR,0.851
scenes,UR,0.756
scenes,UR,0.734
scenes,UR,0.454
scenes,UR,0.84
scenes,UR,0.71
scenes,UR,0.701
scenes,UR,0.846
scenes,UR,0.627
scenes,UR,0.806
scenes,UR,0.708
scenes,UR,0.741
scenes,UR,0.583
scenes,UR,0.617
scenes,UR,0.794
scenes,UR,0.425
scenes,UR,0.727
scenes,UR,0.839
scenes,UR,0.682
scenes,UR,0.624
scenes,UR,0.576
scenes,UR,0.548
scenes,UR,0.595
